Date,Passengers
1974-08-14,597
1974-08-15,606
1974-08-16,647
1974-08-17,682
1974-08-18,668
1974-08-19,639
1974-08-20,585
1974-08-21,600
1974-08-22,674
1974-08-23,680
1974-08-24,643
1974-08-25,682
1974-08-26,648
1974-08-27,609
1974-08-28,586
1974-08-29,623
1974-08-30,604
1974-08-31,622
1974-09-01,573
1974-09-02,516
1974-09-03,479
1974-09-04,504
1974-09-05,546
1974-09-06,628
1974-09-07,505
1974-09-08,549
1974-09-09,556
1974-09-10,568
1974-09-11,512
1974-09-12,550
1974-09-13,542
1974-09-14,570
1974-09-15,575
1974-09-16,567
1974-09-17,537
1974-09-18,556
1974-09-19,569
1974-09-20,562
1974-09-21,512
1974-09-22,548
1974-09-23,549
1974-09-24,504
1974-09-25,493
1974-09-26,548
1974-09-27,575
1974-09-28,542
1974-09-29,574
1974-09-30,544
1974-10-01,463
1974-10-02,425
1974-10-03,502
1974-10-04,471
1974-10-05,492
1974-10-06,468
1974-10-07,443
1974-10-08,429
1974-10-09,457
1974-10-10,430
1974-10-11,546
1974-10-12,487
1974-10-13,538
1974-10-14,452
1974-10-15,454
1974-10-16,445
1974-10-17,511
1974-10-18,505
1974-10-19,510
1974-10-20,475
1974-10-21,471
1974-10-22,486
1974-10-23,464
1974-10-24,476
1974-10-25,522
1974-10-26,496
1974-10-27,489
1974-10-28,502
1974-10-29,459
1974-10-30,492
1974-10-31,463
1974-11-01,430
1974-11-02,399
1974-11-03,432
1974-11-04,457
1974-11-05,403
1974-11-06,440
1974-11-07,413
1974-11-08,455
1974-11-09,398
1974-11-10,475
1974-11-11,409
1974-11-12,398
1974-11-13,421
1974-11-14,415
1974-11-15,433
1974-11-16,450
1974-11-17,462
1974-11-18,418
1974-11-19,436
1974-11-20,418
1974-11-21,428
1974-11-22,463
1974-11-23,426
1974-11-24,425
1974-11-25,427
1974-11-26,355
1974-11-27,379
1974-11-28,437
1974-11-29,420
1974-11-30,413
1974-12-01,485
1974-12-02,480
1974-12-03,445
1974-12-04,483
1974-12-05,519
1974-12-06,498
1974-12-07,447
1974-12-08,490
1974-12-09,461
1974-12-10,476
1974-12-11,413
1974-12-12,496
1974-12-13,484
1974-12-14,454
1974-12-15,526
1974-12-16,472
1974-12-17,466
1974-12-18,432
1974-12-19,518
1974-12-20,479
1974-12-21,451
1974-12-22,531
1974-12-23,485
1974-12-24,456
1974-12-25,480
1974-12-26,488
1974-12-27,532
1974-12-28,482
1974-12-29,501
1974-12-30,482
1974-12-31,440
1975-01-01,415
1975-01-02,421
1975-01-03,485
1975-01-04,454
1975-01-05,476
1975-01-06,462
1975-01-07,436
1975-01-08,438
1975-01-09,454
1975-01-10,460
1975-01-11,475
1975-01-12,486
1975-01-13,460
1975-01-14,433
1975-01-15,421
1975-01-16,420
1975-01-17,484
1975-01-18,462
1975-01-19,448
1975-01-20,454
1975-01-21,391
1975-01-22,401
1975-01-23,459
1975-01-24,502
1975-01-25,444
1975-01-26,454
1975-01-27,488
1975-01-28,403
1975-01-29,430
1975-01-30,408
1975-01-31,419
1975-02-01,433
1975-02-02,497
1975-02-03,446
1975-02-04,431
1975-02-05,424
1975-02-06,455
1975-02-07,439
1975-02-08,439
1975-02-09,416
1975-02-10,481
1975-02-11,405
1975-02-12,415
1975-02-13,425
1975-02-14,452
1975-02-15,446
1975-02-16,383
1975-02-17,427
1975-02-18,409
1975-02-19,419
1975-02-20,444
1975-02-21,477
1975-02-22,433
1975-02-23,456
1975-02-24,390
1975-02-25,417
1975-02-26,404
1975-02-27,453
1975-02-28,477
1975-03-01,490
1975-03-02,526
1975-03-03,526
1975-03-04,464
1975-03-05,480
1975-03-06,519
1975-03-07,534
1975-03-08,504
1975-03-09,515
1975-03-10,506
1975-03-11,465
1975-03-12,491
1975-03-13,530
1975-03-14,528
1975-03-15,469
1975-03-16,523
1975-03-17,475
1975-03-18,478
1975-03-19,514
1975-03-20,515
1975-03-21,507
1975-03-22,489
1975-03-23,500
1975-03-24,459
1975-03-25,440
1975-03-26,432
1975-03-27,471
1975-03-28,506
1975-03-29,557
1975-03-30,477
1975-03-31,511
1975-04-01,479
1975-04-02,508
1975-04-03,466
1975-04-04,532
1975-04-05,535
1975-04-06,495
1975-04-07,464
1975-04-08,431
1975-04-09,478
1975-04-10,507
1975-04-11,538
1975-04-12,459
1975-04-13,480
1975-04-14,529
1975-04-15,434
1975-04-16,530
1975-04-17,525
1975-04-18,504
1975-04-19,503
1975-04-20,515
1975-04-21,523
1975-04-22,487
1975-04-23,441
1975-04-24,509
1975-04-25,499
1975-04-26,490
1975-04-27,496
1975-04-28,477
1975-04-29,487
1975-04-30,487
1975-05-01,493
1975-05-02,535
1975-05-03,509
1975-05-04,509
1975-05-05,504
1975-05-06,490
1975-05-07,487
1975-05-08,496
1975-05-09,522
1975-05-10,517
1975-05-11,525
1975-05-12,524
1975-05-13,484
1975-05-14,475
1975-05-15,482
1975-05-16,526
1975-05-17,469
1975-05-18,529
1975-05-19,521
1975-05-20,517
1975-05-21,443
1975-05-22,504
1975-05-23,537
1975-05-24,524
1975-05-25,547
1975-05-26,527
1975-05-27,479
1975-05-28,527
1975-05-29,533
1975-05-30,547
1975-05-31,550
1975-06-01,586
1975-06-02,598
1975-06-03,529
1975-06-04,528
1975-06-05,552
1975-06-06,541
1975-06-07,589
1975-06-08,615
1975-06-09,615
1975-06-10,589
1975-06-11,513
1975-06-12,589
1975-06-13,628
1975-06-14,603
1975-06-15,563
1975-06-16,530
1975-06-17,583
1975-06-18,536
1975-06-19,522
1975-06-20,567
1975-06-21,640
1975-06-22,558
1975-06-23,572
1975-06-24,520
1975-06-25,560
1975-06-26,624
1975-06-27,599
1975-06-28,598
1975-06-29,611
1975-06-30,608
1975-07-01,652
1975-07-02,684
1975-07-03,691
1975-07-04,692
1975-07-05,680
1975-07-06,684
1975-07-07,697
1975-07-08,589
1975-07-09,619
1975-07-10,640
1975-07-11,647
1975-07-12,667
1975-07-13,639
1975-07-14,672
1975-07-15,616
1975-07-16,592
1975-07-17,709
1975-07-18,702
1975-07-19,612
1975-07-20,680
1975-07-21,659
1975-07-22,653
1975-07-23,614
1975-07-24,601
1975-07-25,702
1975-07-26,664
1975-07-27,670
1975-07-28,694
1975-07-29,641
1975-07-30,628
1975-07-31,658
1975-08-01,661
1975-08-02,662
1975-08-03,745
1975-08-04,661
1975-08-05,682
1975-08-06,657
1975-08-07,695
1975-08-08,716
1975-08-09,669
1975-08-10,670
1975-08-11,689
1975-08-12,629
1975-08-13,613
1975-08-14,652
1975-08-15,656
1975-08-16,626
1975-08-17,698
1975-08-18,585
1975-08-19,649
1975-08-20,648
1975-08-21,691
1975-08-22,694
1975-08-23,691
1975-08-24,675
1975-08-25,678
1975-08-26,614
1975-08-27,615
1975-08-28,630
1975-08-29,690
1975-08-30,726
1975-08-31,702
1975-09-01,582
1975-09-02,507
1975-09-03,595
1975-09-04,601
1975-09-05,625
1975-09-06,527
1975-09-07,610
1975-09-08,569
1975-09-09,535
1975-09-10,543
1975-09-11,598
1975-09-12,617
1975-09-13,538
1975-09-14,622
1975-09-15,554
1975-09-16,531
1975-09-17,529
1975-09-18,581
1975-09-19,590
1975-09-20,581
1975-09-21,641
1975-09-22,566
1975-09-23,591
1975-09-24,600
1975-09-25,557
1975-09-26,572
1975-09-27,544
1975-09-28,579
1975-09-29,585
1975-09-30,568
1975-10-01,495
1975-10-02,505
1975-10-03,538
1975-10-04,497
1975-10-05,535
1975-10-06,539
1975-10-07,534
1975-10-08,460
1975-10-09,512
1975-10-10,537
1975-10-11,494
1975-10-12,526
1975-10-13,477
1975-10-14,484
1975-10-15,516
1975-10-16,473
1975-10-17,508
1975-10-18,536
1975-10-19,511
1975-10-20,496
1975-10-21,454
1975-10-22,518
1975-10-23,569
1975-10-24,560
1975-10-25,528
1975-10-26,500
1975-10-27,543
1975-10-28,503
1975-10-29,475
1975-10-30,490
1975-10-31,550
1975-11-01,446
1975-11-02,467
1975-11-03,451
1975-11-04,414
1975-11-05,421
1975-11-06,468
1975-11-07,487
1975-11-08,420
1975-11-09,471
1975-11-10,456
1975-11-11,418
1975-11-12,428
1975-11-13,439
1975-11-14,453
1975-11-15,461
1975-11-16,478
1975-11-17,423
1975-11-18,459
1975-11-19,405
1975-11-20,466
1975-11-21,454
1975-11-22,498
1975-11-23,461
1975-11-24,450
1975-11-25,417
1975-11-26,434
1975-11-27,425
1975-11-28,475
1975-11-29,419
1975-11-30,451
1975-12-01,559
1975-12-02,464
1975-12-03,515
1975-12-04,507
1975-12-05,555
1975-12-06,490
1975-12-07,522
1975-12-08,454
1975-12-09,515
1975-12-10,447
1975-12-11,516
1975-12-12,509
1975-12-13,512
1975-12-14,461
1975-12-15,521
1975-12-16,459
1975-12-17,502
1975-12-18,569
1975-12-19,492
1975-12-20,495
1975-12-21,538
1975-12-22,537
1975-12-23,473
1975-12-24,492
1975-12-25,483
1975-12-26,512
1975-12-27,489
1975-12-28,558
1975-12-29,536
1975-12-30,509
1975-12-31,511
1976-01-01,450
1976-01-02,480
1976-01-03,462
1976-01-04,533
1976-01-05,429
1976-01-06,480
1976-01-07,405
1976-01-08,529
1976-01-09,478
1976-01-10,476
1976-01-11,561
1976-01-12,464
1976-01-13,444
1976-01-14,464
1976-01-15,495
1976-01-16,443
1976-01-17,444
1976-01-18,424
1976-01-19,482
1976-01-20,425
1976-01-21,443
1976-01-22,429
1976-01-23,540
1976-01-24,467
1976-01-25,493
1976-01-26,475
1976-01-27,478
1976-01-28,431
1976-01-29,496
1976-01-30,483
1976-01-31,470
1976-02-01,493
1976-02-02,431
1976-02-03,427
1976-02-04,438
1976-02-05,422
1976-02-06,434
1976-02-07,425
1976-02-08,459
1976-02-09,431
1976-02-10,427
1976-02-11,452
1976-02-12,518
1976-02-13,497
1976-02-14,455
1976-02-15,487
1976-02-16,458
1976-02-17,396
1976-02-18,387
1976-02-19,467
1976-02-20,508
1976-02-21,408
1976-02-22,443
1976-02-23,494
1976-02-24,465
1976-02-25,463
1976-02-26,410
1976-02-27,505
1976-02-28,464
1976-02-29,487
1976-03-01,559
1976-03-02,442
1976-03-03,494
1976-03-04,551
1976-03-05,556
1976-03-06,507
1976-03-07,525
1976-03-08,515
1976-03-09,556
1976-03-10,490
1976-03-11,546
1976-03-12,584
1976-03-13,521
1976-03-14,575
1976-03-15,502
1976-03-16,491
1976-03-17,502
1976-03-18,521
1976-03-19,581
1976-03-20,518
1976-03-21,481
1976-03-22,505
1976-03-23,488
1976-03-24,490
1976-03-25,541
1976-03-26,563
1976-03-27,528
1976-03-28,548
1976-03-29,522
1976-03-30,505
1976-03-31,456
1976-04-01,554
1976-04-02,521
1976-04-03,547
1976-04-04,502
1976-04-05,503
1976-04-06,500
1976-04-07,491
1976-04-08,523
1976-04-09,603
1976-04-10,540
1976-04-11,574
1976-04-12,568
1976-04-13,569
1976-04-14,511
1976-04-15,542
1976-04-16,589
1976-04-17,525
1976-04-18,507
1976-04-19,492
1976-04-20,560
1976-04-21,490
1976-04-22,536
1976-04-23,547
1976-04-24,507
1976-04-25,544
1976-04-26,480
1976-04-27,499
1976-04-28,534
1976-04-29,530
1976-04-30,564
1976-05-01,566
1976-05-02,582
1976-05-03,508
1976-05-04,495
1976-05-05,555
1976-05-06,555
1976-05-07,604
1976-05-08,560
1976-05-09,491
1976-05-10,539
1976-05-11,501
1976-05-12,431
1976-05-13,573
1976-05-14,539
1976-05-15,561
1976-05-16,473
1976-05-17,528
1976-05-18,467
1976-05-19,530
1976-05-20,559
1976-05-21,544
1976-05-22,493
1976-05-23,594
1976-05-24,521
1976-05-25,505
1976-05-26,536
1976-05-27,566
1976-05-28,558
1976-05-29,506
1976-05-30,604
1976-05-31,527
1976-06-01,565
1976-06-02,565
1976-06-03,640
1976-06-04,699
1976-06-05,694
1976-06-06,645
1976-06-07,586
1976-06-08,623
1976-06-09,571
1976-06-10,581
1976-06-11,613
1976-06-12,658
1976-06-13,615
1976-06-14,637
1976-06-15,616
1976-06-16,664
1976-06-17,607
1976-06-18,670
1976-06-19,583
1976-06-20,704
1976-06-21,610
1976-06-22,620
1976-06-23,564
1976-06-24,661
1976-06-25,640
1976-06-26,616
1976-06-27,672
1976-06-28,624
1976-06-29,594
1976-06-30,554
1976-07-01,780
1976-07-02,826
1976-07-03,683
1976-07-04,733
1976-07-05,713
1976-07-06,633
1976-07-07,654
1976-07-08,679
1976-07-09,708
1976-07-10,731
1976-07-11,744
1976-07-12,701
1976-07-13,672
1976-07-14,698
1976-07-15,690
1976-07-16,762
1976-07-17,663
1976-07-18,705
1976-07-19,688
1976-07-20,683
1976-07-21,682
1976-07-22,674
1976-07-23,741
1976-07-24,695
1976-07-25,714
1976-07-26,707
1976-07-27,673
1976-07-28,658
1976-07-29,720
1976-07-30,696
1976-07-31,752
1976-08-01,746
1976-08-02,700
1976-08-03,687
1976-08-04,703
1976-08-05,690
1976-08-06,774
1976-08-07,672
1976-08-08,707
1976-08-09,686
1976-08-10,635
1976-08-11,665
1976-08-12,758
1976-08-13,766
1976-08-14,711
1976-08-15,720
1976-08-16,708
1976-08-17,634
1976-08-18,696
1976-08-19,698
1976-08-20,732
1976-08-21,772
1976-08-22,712
1976-08-23,762
1976-08-24,599
1976-08-25,676
1976-08-26,765
1976-08-27,712
1976-08-28,747
1976-08-29,719
1976-08-30,677
1976-08-31,671
1976-09-01,552
1976-09-02,570
1976-09-03,683
1976-09-04,635
1976-09-05,597
1976-09-06,607
1976-09-07,581
1976-09-08,570
1976-09-09,625
1976-09-10,628
1976-09-11,618
1976-09-12,617
1976-09-13,586
1976-09-14,605
1976-09-15,623
1976-09-16,653
1976-09-17,698
1976-09-18,599
1976-09-19,660
1976-09-20,581
1976-09-21,569
1976-09-22,523
1976-09-23,574
1976-09-24,701
1976-09-25,603
1976-09-26,612
1976-09-27,619
1976-09-28,559
1976-09-29,584
1976-09-30,562
1976-10-01,568
1976-10-02,556
1976-10-03,552
1976-10-04,534
1976-10-05,517
1976-10-06,521
1976-10-07,561
1976-10-08,537
1976-10-09,536
1976-10-10,533
1976-10-11,517
1976-10-12,467
1976-10-13,541
1976-10-14,522
1976-10-15,597
1976-10-16,547
1976-10-17,498
1976-10-18,531
1976-10-19,466
1976-10-20,570
1976-10-21,553
1976-10-22,603
1976-10-23,569
1976-10-24,512
1976-10-25,564
1976-10-26,520
1976-10-27,541
1976-10-28,520
1976-10-29,561
1976-10-30,572
1976-10-31,581
1976-11-01,507
1976-11-02,482
1976-11-03,462
1976-11-04,508
1976-11-05,550
1976-11-06,478
1976-11-07,479
1976-11-08,478
1976-11-09,463
1976-11-10,454
1976-11-11,456
1976-11-12,484
1976-11-13,476
1976-11-14,465
1976-11-15,448
1976-11-16,468
1976-11-17,435
1976-11-18,478
1976-11-19,466
1976-11-20,416
1976-11-21,513
1976-11-22,453
1976-11-23,450
1976-11-24,496
1976-11-25,464
1976-11-26,488
1976-11-27,522
1976-11-28,472
1976-11-29,514
1976-11-30,476
1976-12-01,472
1976-12-02,582
1976-12-03,576
1976-12-04,525
1976-12-05,602
1976-12-06,522
1976-12-07,525
1976-12-08,497
1976-12-09,525
1976-12-10,567
1976-12-11,534
1976-12-12,573
1976-12-13,538
1976-12-14,526
1976-12-15,501
1976-12-16,571
1976-12-17,613
1976-12-18,604
1976-12-19,575
1976-12-20,589
1976-12-21,514
1976-12-22,519
1976-12-23,520
1976-12-24,594
1976-12-25,535
1976-12-26,528
1976-12-27,556
1976-12-28,485
1976-12-29,466
1976-12-30,594
1976-12-31,574
1977-01-01,528
1977-01-02,554
1977-01-03,501
1977-01-04,465
1977-01-05,495
1977-01-06,516
1977-01-07,524
1977-01-08,454
1977-01-09,514
1977-01-10,502
1977-01-11,441
1977-01-12,442
1977-01-13,489
1977-01-14,492
1977-01-15,497
1977-01-16,553
1977-01-17,506
1977-01-18,501
1977-01-19,538
1977-01-20,457
1977-01-21,523
1977-01-22,484
1977-01-23,492
1977-01-24,517
1977-01-25,462
1977-01-26,485
1977-01-27,471
1977-01-28,519
1977-01-29,517
1977-01-30,527
1977-01-31,503
1977-02-01,508
1977-02-02,429
1977-02-03,490
1977-02-04,518
1977-02-05,554
1977-02-06,506
1977-02-07,461
1977-02-08,503
1977-02-09,450
1977-02-10,494
1977-02-11,501
1977-02-12,471
1977-02-13,498
1977-02-14,504
1977-02-15,456
1977-02-16,465
1977-02-17,487
1977-02-18,468
1977-02-19,481
1977-02-20,519
1977-02-21,495
1977-02-22,470
1977-02-23,457
1977-02-24,518
1977-02-25,462
1977-02-26,478
1977-02-27,460
1977-02-28,508
1977-03-01,516
1977-03-02,526
1977-03-03,551
1977-03-04,545
1977-03-05,514
1977-03-06,553
1977-03-07,581
1977-03-08,505
1977-03-09,514
1977-03-10,509
1977-03-11,596
1977-03-12,601
1977-03-13,552
1977-03-14,539
1977-03-15,531
1977-03-16,539
1977-03-17,530
1977-03-18,635
1977-03-19,557
1977-03-20,579
1977-03-21,616
1977-03-22,552
1977-03-23,519
1977-03-24,602
1977-03-25,588
1977-03-26,577
1977-03-27,549
1977-03-28,538
1977-03-29,524
1977-03-30,506
1977-03-31,532
1977-04-01,595
1977-04-02,517
1977-04-03,621
1977-04-04,584
1977-04-05,473
1977-04-06,459
1977-04-07,523
1977-04-08,567
1977-04-09,568
1977-04-10,546
1977-04-11,620
1977-04-12,529
1977-04-13,534
1977-04-14,540
1977-04-15,573
1977-04-16,568
1977-04-17,567
1977-04-18,584
1977-04-19,511
1977-04-20,532
1977-04-21,562
1977-04-22,579
1977-04-23,548
1977-04-24,561
1977-04-25,564
1977-04-26,569
1977-04-27,548
1977-04-28,537
1977-04-29,609
1977-04-30,549
1977-05-01,578
1977-05-02,574
1977-05-03,558
1977-05-04,567
1977-05-05,621
1977-05-06,598
1977-05-07,582
1977-05-08,605
1977-05-09,582
1977-05-10,546
1977-05-11,521
1977-05-12,537
1977-05-13,562
1977-05-14,563
1977-05-15,536
1977-05-16,587
1977-05-17,582
1977-05-18,626
1977-05-19,569
1977-05-20,564
1977-05-21,588
1977-05-22,592
1977-05-23,585
1977-05-24,577
1977-05-25,537
1977-05-26,634
1977-05-27,622
1977-05-28,554
1977-05-29,565
1977-05-30,569
1977-05-31,556
1977-06-01,616
1977-06-02,631
1977-06-03,725
1977-06-04,644
1977-06-05,691
1977-06-06,657
1977-06-07,649
1977-06-08,665
1977-06-09,621
1977-06-10,667
1977-06-11,657
1977-06-12,693
1977-06-13,654
1977-06-14,590
1977-06-15,604
1977-06-16,706
1977-06-17,742
1977-06-18,658
1977-06-19,698
1977-06-20,705
1977-06-21,637
1977-06-22,596
1977-06-23,615
1977-06-24,697
1977-06-25,658
1977-06-26,680
1977-06-27,649
1977-06-28,568
1977-06-29,591
1977-06-30,697
1977-07-01,769
1977-07-02,788
1977-07-03,774
1977-07-04,740
1977-07-05,702
1977-07-06,759
1977-07-07,743
1977-07-08,765
1977-07-09,733
1977-07-10,769
1977-07-11,737
1977-07-12,704
1977-07-13,752
1977-07-14,731
1977-07-15,775
1977-07-16,741
1977-07-17,706
1977-07-18,776
1977-07-19,663
1977-07-20,742
1977-07-21,759
1977-07-22,805
1977-07-23,793
1977-07-24,796
1977-07-25,779
1977-07-26,676
1977-07-27,701
1977-07-28,777
1977-07-29,784
1977-07-30,737
1977-07-31,730
1977-08-01,768
1977-08-02,744
1977-08-03,724
1977-08-04,799
1977-08-05,764
1977-08-06,728
1977-08-07,730
1977-08-08,746
1977-08-09,693
1977-08-10,709
1977-08-11,746
1977-08-12,816
1977-08-13,729
1977-08-14,795
1977-08-15,742
1977-08-16,681
1977-08-17,703
1977-08-18,817
1977-08-19,784
1977-08-20,716
1977-08-21,815
1977-08-22,790
1977-08-23,759
1977-08-24,730
1977-08-25,751
1977-08-26,786
1977-08-27,710
1977-08-28,807
1977-08-29,783
1977-08-30,749
1977-08-31,672
1977-09-01,688
1977-09-02,658
1977-09-03,614
1977-09-04,636
1977-09-05,708
1977-09-06,634
1977-09-07,581
1977-09-08,643
1977-09-09,647
1977-09-10,618
1977-09-11,704
1977-09-12,737
1977-09-13,625
1977-09-14,626
1977-09-15,661
1977-09-16,673
1977-09-17,699
1977-09-18,663
1977-09-19,674
1977-09-20,653
1977-09-21,596
1977-09-22,650
1977-09-23,679
1977-09-24,697
1977-09-25,665
1977-09-26,653
1977-09-27,624
1977-09-28,674
1977-09-29,671
1977-09-30,685
1977-10-01,558
1977-10-02,615
1977-10-03,578
1977-10-04,513
1977-10-05,530
1977-10-06,536
1977-10-07,598
1977-10-08,544
1977-10-09,553
1977-10-10,585
1977-10-11,578
1977-10-12,523
1977-10-13,588
1977-10-14,571
1977-10-15,583
1977-10-16,602
1977-10-17,550
1977-10-18,555
1977-10-19,507
1977-10-20,637
1977-10-21,634
1977-10-22,540
1977-10-23,607
1977-10-24,531
1977-10-25,495
1977-10-26,502
1977-10-27,589
1977-10-28,638
1977-10-29,607
1977-10-30,603
1977-10-31,593
1977-11-01,490
1977-11-02,467
1977-11-03,527
1977-11-04,521
1977-11-05,513
1977-11-06,455
1977-11-07,502
1977-11-08,495
1977-11-09,455
1977-11-10,498
1977-11-11,512
1977-11-12,513
1977-11-13,505
1977-11-14,492
1977-11-15,515
1977-11-16,512
1977-11-17,496
1977-11-18,491
1977-11-19,467
1977-11-20,501
1977-11-21,484
1977-11-22,487
1977-11-23,484
1977-11-24,512
1977-11-25,552
1977-11-26,516
1977-11-27,514
1977-11-28,524
1977-11-29,458
1977-11-30,488
1977-12-01,531
1977-12-02,525
1977-12-03,591
1977-12-04,578
1977-12-05,589
1977-12-06,545
1977-12-07,567
1977-12-08,547
1977-12-09,577
1977-12-10,552
1977-12-11,568
1977-12-12,583
1977-12-13,531
1977-12-14,542
1977-12-15,633
1977-12-16,608
1977-12-17,575
1977-12-18,599
1977-12-19,614
1977-12-20,573
1977-12-21,528
1977-12-22,546
1977-12-23,628
1977-12-24,617
1977-12-25,554
1977-12-26,603
1977-12-27,566
1977-12-28,538
1977-12-29,582
1977-12-30,631
1977-12-31,574
1978-01-01,551
1978-01-02,491
1978-01-03,515
1978-01-04,525
1978-01-05,533
1978-01-06,585
1978-01-07,508
1978-01-08,471
1978-01-09,532
1978-01-10,477
1978-01-11,486
1978-01-12,575
1978-01-13,565
1978-01-14,467
1978-01-15,560
1978-01-16,563
1978-01-17,490
1978-01-18,452
1978-01-19,468
1978-01-20,540
1978-01-21,555
1978-01-22,586
1978-01-23,529
1978-01-24,480
1978-01-25,531
1978-01-26,515
1978-01-27,523
1978-01-28,498
1978-01-29,593
1978-01-30,545
1978-01-31,506
1978-02-01,480
1978-02-02,531
1978-02-03,544
1978-02-04,540
1978-02-05,489
1978-02-06,529
1978-02-07,504
1978-02-08,477
1978-02-09,523
1978-02-10,520
1978-02-11,499
1978-02-12,529
1978-02-13,578
1978-02-14,508
1978-02-15,481
1978-02-16,491
1978-02-17,497
1978-02-18,521
1978-02-19,495
1978-02-20,502
1978-02-21,469
1978-02-22,440
1978-02-23,498
1978-02-24,581
1978-02-25,544
1978-02-26,538
1978-02-27,496
1978-02-28,468
1978-03-01,575
1978-03-02,552
1978-03-03,652
1978-03-04,592
1978-03-05,636
1978-03-06,577
1978-03-07,535
1978-03-08,565
1978-03-09,601
1978-03-10,643
1978-03-11,591
1978-03-12,663
1978-03-13,614
1978-03-14,583
1978-03-15,582
1978-03-16,590
1978-03-17,540
1978-03-18,535
1978-03-19,612
1978-03-20,666
1978-03-21,575
1978-03-22,579
1978-03-23,624
1978-03-24,594
1978-03-25,578
1978-03-26,583
1978-03-27,554
1978-03-28,599
1978-03-29,554
1978-03-30,612
1978-03-31,667
1978-04-01,545
1978-04-02,565
1978-04-03,555
1978-04-04,564
1978-04-05,563
1978-04-06,574
1978-04-07,696
1978-04-08,565
1978-04-09,648
1978-04-10,623
1978-04-11,617
1978-04-12,550
1978-04-13,619
1978-04-14,605
1978-04-15,541
1978-04-16,599
1978-04-17,585
1978-04-18,593
1978-04-19,583
1978-04-20,613
1978-04-21,624
1978-04-22,559
1978-04-23,643
1978-04-24,547
1978-04-25,560
1978-04-26,607
1978-04-27,639
1978-04-28,667
1978-04-29,609
1978-04-30,572
1978-05-01,637
1978-05-02,566
1978-05-03,579
1978-05-04,656
1978-05-05,628
1978-05-06,597
1978-05-07,607
1978-05-08,630
1978-05-09,543
1978-05-10,549
1978-05-11,561
1978-05-12,662
1978-05-13,599
1978-05-14,639
1978-05-15,595
1978-05-16,616
1978-05-17,585
1978-05-18,637
1978-05-19,633
1978-05-20,624
1978-05-21,687
1978-05-22,606
1978-05-23,598
1978-05-24,609
1978-05-25,564
1978-05-26,626
1978-05-27,624
1978-05-28,598
1978-05-29,574
1978-05-30,545
1978-05-31,589
1978-06-01,682
1978-06-02,739
1978-06-03,803
1978-06-04,714
1978-06-05,778
1978-06-06,679
1978-06-07,663
1978-06-08,685
1978-06-09,688
1978-06-10,729
1978-06-11,732
1978-06-12,703
1978-06-13,644
1978-06-14,670
1978-06-15,701
1978-06-16,772
1978-06-17,699
1978-06-18,683
1978-06-19,672
1978-06-20,666
1978-06-21,690
1978-06-22,705
1978-06-23,725
1978-06-24,726
1978-06-25,703
1978-06-26,650
1978-06-27,705
1978-06-28,672
1978-06-29,751
1978-06-30,777
1978-07-01,750
1978-07-02,788
1978-07-03,788
1978-07-04,759
1978-07-05,781
1978-07-06,779
1978-07-07,815
1978-07-08,820
1978-07-09,825
1978-07-10,759
1978-07-11,746
1978-07-12,745
1978-07-13,791
1978-07-14,848
1978-07-15,805
1978-07-16,823
1978-07-17,817
1978-07-18,759
1978-07-19,763
1978-07-20,778
1978-07-21,799
1978-07-22,799
1978-07-23,810
1978-07-24,767
1978-07-25,730
1978-07-26,772
1978-07-27,752
1978-07-28,873
1978-07-29,757
1978-07-30,750
1978-07-31,752
1978-08-01,811
1978-08-02,730
1978-08-03,782
1978-08-04,800
1978-08-05,759
1978-08-06,849
1978-08-07,740
1978-08-08,768
1978-08-09,769
1978-08-10,790
1978-08-11,854
1978-08-12,798
1978-08-13,834
1978-08-14,819
1978-08-15,749
1978-08-16,731
1978-08-17,785
1978-08-18,869
1978-08-19,825
1978-08-20,808
1978-08-21,803
1978-08-22,739
1978-08-23,786
1978-08-24,776
1978-08-25,799
1978-08-26,790
1978-08-27,815
1978-08-28,823
1978-08-29,739
1978-08-30,718
1978-08-31,773
1978-09-01,724
1978-09-02,673
1978-09-03,683
1978-09-04,668
1978-09-05,690
1978-09-06,661
1978-09-07,661
1978-09-08,637
1978-09-09,715
1978-09-10,670
1978-09-11,698
1978-09-12,653
1978-09-13,588
1978-09-14,689
1978-09-15,685
1978-09-16,725
1978-09-17,691
1978-09-18,658
1978-09-19,673
1978-09-20,638
1978-09-21,693
1978-09-22,737
1978-09-23,686
1978-09-24,720
1978-09-25,632
1978-09-26,648
1978-09-27,651
1978-09-28,677
1978-09-29,711
1978-09-30,741
1978-10-01,625
1978-10-02,578
1978-10-03,571
1978-10-04,646
1978-10-05,632
1978-10-06,652
1978-10-07,611
1978-10-08,618
1978-10-09,609
1978-10-10,575
1978-10-11,629
1978-10-12,603
1978-10-13,649
1978-10-14,650
1978-10-15,614
1978-10-16,655
1978-10-17,569
1978-10-18,587
1978-10-19,590
1978-10-20,671
1978-10-21,593
1978-10-22,619
1978-10-23,616
1978-10-24,546
1978-10-25,587
1978-10-26,626
1978-10-27,680
1978-10-28,601
1978-10-29,616
1978-10-30,599
1978-10-31,608
1978-11-01,513
1978-11-02,538
1978-11-03,528
1978-11-04,526
1978-11-05,546
1978-11-06,555
1978-11-07,474
1978-11-08,472
1978-11-09,493
1978-11-10,524
1978-11-11,503
1978-11-12,560
1978-11-13,516
1978-11-14,447
